Admin_3,pcode_admin3,POP_Males_2012,Pop_FEMALE_2012,Total_Pop_2012,Household_No,Ave_Household_size
Bulawayo-1, ZW102101 ,5792,6466,12258,3867,3
Bulawayo-2, ZW102102 ,13164,14660,27824,7240,4
Bulawayo-3, ZW102103 ,14272,15648,29920,8018,4
Bulawayo-4, ZW102104 ,12060,13052,25112,7380,3
Bulawayo-5, ZW102105 ,8831,9926,18757,5303,4
Bulawayo-6, ZW102106 ,6223,7181,13404,3479,4
Bulawayo-7, ZW102107 ,8720,9190,17910,4802,4
Bulawayo-8, ZW102108 ,11337,12923,24260,5830,4
Bulawayo-9, ZW102109 ,13089,14747,27836,7187,4
Bulawayo-10, ZW102110 ,13772,15664,29436,7605,4
Bulawayo-11, ZW102111 ,8869,10380,19249,4697,4
Bulawayo-12, ZW102112 ,12615,14059,26674,6789,4
Bulawayo-13, ZW102113 ,9477,10286,19763,5130,4
Bulawayo-14, ZW102114 ,9556,11032,20588,5200,4
Bulawayo-15, ZW102115 ,5781,7095,12876,3089,4
Bulawayo-16, ZW102116 ,7530,9393,16923,4170,4
Bulawayo-17, ZW102117 ,8060,9207,17267,4195,4
Bulawayo-18, ZW102118 ,10502,12439,22941,5928,4
Bulawayo-19, ZW102119 ,9643,11199,20842,5275,4
Bulawayo-20, ZW102120 ,8589,10440,19029,4547,4
Bulawayo-21, ZW102121 ,13577,14896,28473,7010,4
Bulawayo-22, ZW102122 ,8779,10668,19447,4798,4
Bulawayo-23, ZW102123 ,8895,10605,19500,4909,4
Bulawayo-24, ZW102124 ,11236,12611,23847,6011,4
Bulawayo-25, ZW102125 ,11638,13349,24987,6038,4
Bulawayo-26, ZW102126 ,9622,11574,21196,5134,4
Bulawayo-27, ZW102127 ,13859,17400,31259,7450,4
Bulawayo-28, ZW102128 ,20490,24858,45348,11342,4
Bulawayo-29, ZW102129 ,8468,10281,18749,4669,4
HarareRural-1, ZW192401 ,56326,56794,113120,28691,4
Harare-2, ZW192102 ,16344,19948,36292,9300,4
Harare-3, ZW192103 ,11493,10750,22243,5727,4
Harare-4, ZW192104 ,7790,7180,14970,3926,4
Harare-5, ZW192105 ,10362,11352,21714,5782,4
Harare-6, ZW192106 ,9591,11929,21520,6761,3
Harare-7, ZW192107 ,15355,13903,29258,7925,4
Harare-8, ZW192108 ,10116,10182,20298,6698,3
Harare-9, ZW192109 ,22475,23837,46312,12379,4
Harare-10, ZW192110 ,10560,11411,21971,5571,4
Harare-11, ZW192111 ,10119,10623,20742,5061,4
Harare-12, ZW192112 ,10911,11373,22284,5380,4
Harare-13, ZW192113 ,11218,11991,23209,5438,4
Harare-14, ZW192114 ,14777,15744,30521,7890,4
Harare-15, ZW192115 ,31214,34840,66054,15787,4
Harare-16, ZW192116 ,20941,24815,45756,10978,4
Harare-17, ZW192117 ,12010,12622,24632,7599,3
Harare-18, ZW192118 ,16341,16291,32632,9980,3
Harare-19, ZW192119 ,10355,10790,21145,5164,4
Harare-20, ZW192120 ,11797,12459,24256,5950,4
Harare-21, ZW192121 ,11251,11722,22973,5662,4
Harare-22, ZW192122 ,17379,19934,37313,8624,4
Harare-23, ZW192123 ,29805,33555,63360,14485,4
Harare-24, ZW192124 ,14302,15162,29464,7846,4
Harare-25, ZW192125 ,14554,15648,30202,7955,4
Harare-26, ZW192126 ,18278,18485,36763,9689,4
Harare-27, ZW192127 ,15449,16738,32187,8048,4
Harare-28, ZW192128 ,12979,14385,27364,6502,4
Harare-29, ZW192129 ,6240,7011,13251,3268,4
Harare-30, ZW192130 ,25715,27553,53268,13551,4
Harare-31, ZW192131 ,11019,11936,22955,5738,4
Harare-32, ZW192132 ,18124,19531,37655,9534,4
Harare-33, ZW192133 ,28855,31114,59969,15232,4
Harare-34, ZW192134 ,8777,9390,18167,4366,4
Harare-35, ZW192135 ,11545,12323,23868,5695,4
Harare-36, ZW192136 ,5975,6512,12487,2848,4
Harare-37, ZW192137 ,34024,36484,70508,17616,4
Harare-38, ZW192138 ,16611,17760,34371,8658,4
Harare-39, ZW192139 ,11762,12288,24050,5871,4
Harare-40, ZW192140 ,21991,23189,45180,10922,4
Harare-41, ZW192141 ,25852,29546,55398,13706,4
Harare-42, ZW192142 ,22470,22885,45355,11658,4
Harare-43, ZW192143 ,28869,31360,60229,14831,4
Harare-44, ZW192144 ,12515,14710,27225,6286,4
Harare-45, ZW192145 ,13790,15136,28926,7135,4
Harare-46, ZW192146 ,5018,5452,10470,2548,4
Chitungwiza-1, ZW192201 ,3895,4391,8286,2075,4
Chitungwiza-2, ZW192202 ,5346,5678,11024,2924,4
Chitungwiza-3, ZW192203 ,4914,5095,10009,2565,4
Chitungwiza-4, ZW192204 ,13205,14263,27468,6912,4
Chitungwiza-5, ZW192205 ,5165,5565,10730,2791,4
Chitungwiza-6, ZW192206 ,8043,9113,17156,4087,4
Chitungwiza-7, ZW192207 ,3756,4190,7946,1844,4
Chitungwiza-8, ZW192208 ,4711,5312,10023,2263,4
Chitungwiza-9, ZW192209 ,3876,4305,8181,1925,4
Chitungwiza-10, ZW192210 ,4185,4608,8793,2080,4
Chitungwiza-11, ZW192211 ,4239,5140,9379,2227,4
Chitungwiza-12, ZW192212 ,7203,7908,15111,3690,4
Chitungwiza-13, ZW192213 ,4508,5324,9832,2398,4
Chitungwiza-14, ZW192214 ,7276,8191,15467,3708,4
Chitungwiza-15, ZW192215 ,6474,7011,13485,3378,4
Chitungwiza-16, ZW192216 ,6703,7985,14688,3961,4
Chitungwiza-17, ZW192217 ,7463,8700,16163,3733,4
Chitungwiza-18, ZW192218 ,8334,9162,17496,4328,4
Chitungwiza-19, ZW192219 ,7809,8849,16658,4042,4
Chitungwiza-20, ZW192220 ,5472,5812,11284,2864,4
Chitungwiza-21, ZW192221 ,8463,10170,18633,4369,4
Chitungwiza-22, ZW192222 ,7182,8072,15254,3787,4
Chitungwiza-23, ZW192223 ,13403,14665,28068,6910,4
Chitungwiza-24, ZW192224 ,9962,10738,20700,5161,4
Chitungwiza-25, ZW192225 ,5954,6684,12638,3081,4
Epworth-1, ZW192301 ,15905,15570,31475,8879,4
Epworth-2, ZW192302 ,7492,7404,14896,4287,4
Epworth-3, ZW192303 ,8031,7900,15931,4322,4
Epworth-4, ZW192304 ,11582,11770,23352,6074,4
Epworth-5, ZW192305 ,5804,5754,11558,3212,4
Epworth-6, ZW192306 ,12759,12838,25597,7167,4
Epworth-7, ZW192307 ,19473,19558,39031,10662,4
Buhera-1, ZW110101 ,2170,2659,4829,1156,4
Buhera-2, ZW110102 ,2110,2305,4415,1083,4
Buhera-3, ZW110103 ,2020,2374,4394,1047,4
Buhera-4, ZW110104 ,2896,3482,6378,1524,4
Buhera-5, ZW110105 ,4118,4479,8597,2151,4
Buhera-6, ZW110106 ,4106,4784,8890,2093,4
Buhera-7, ZW110107 ,2425,2825,5250,1196,4
Buhera-8, ZW110108 ,2312,2643,4955,1215,4
Buhera-9, ZW110109 ,2514,2830,5344,1254,4
Buhera-10, ZW110110 ,2691,3231,5922,1859,3
Buhera-11, ZW110111 ,3191,3752,6943,1482,5
Buhera-12, ZW110112 ,3654,4092,7746,1773,4
Buhera-13, ZW110113 ,3342,3573,6915,1608,4
Buhera-14, ZW110114 ,6414,7928,14342,3402,4
Buhera-15, ZW110115 ,4522,5448,9970,2354,4
Buhera-16, ZW110116 ,2628,2805,5433,1302,4
Buhera-17, ZW110117 ,1913,2312,4225,1000,4
Buhera-18, ZW110118 ,3191,3733,6924,1527,5
Buhera-19, ZW110119 ,2535,2941,5476,1267,4
Buhera-20, ZW110120 ,3357,3837,7194,1607,5
Buhera-21, ZW110121 ,3214,3820,7034,1570,5
Buhera-22, ZW110122 ,5858,6567,12425,2722,5
Buhera-23, ZW110123 ,5561,6294,11855,2632,5
Buhera-24, ZW110124 ,4182,4738,8920,1997,5
Buhera-25, ZW110125 ,4948,5563,10511,2334,5
Buhera-26, ZW110126 ,3431,4131,7562,1710,4
Buhera-27, ZW110127 ,3829,4244,8073,1774,5
Buhera-28, ZW110128 ,4792,5604,10396,2313,5
Buhera-29, ZW110129 ,4362,5192,9554,2146,5
Buhera-30, ZW110130 ,2049,2539,4588,1071,4
Buhera-31, ZW110131 ,2607,2970,5577,1369,4
Buhera-32, ZW110132 ,2852,3379,6231,1400,5
Buhera-33, ZW110133 ,4437,5157,9594,2188,4
Chimanimani-1, ZW110201 ,2845,2494,5339,1285,4
Chimanimani-2, ZW110202 ,1790,2048,3838,890,4
Chimanimani-3, ZW110203 ,2554,2934,5488,1322,4
Chimanimani-4, ZW110204 ,3943,4450,8393,2043,4
Chimanimani-5, ZW110205 ,3703,3341,7044,1708,4
Chimanimani-6, ZW110206 ,1149,1398,2547,648,4
Chimanimani-7, ZW110207 ,3461,3831,7292,1681,4
Chimanimani-8, ZW110208 ,4085,4665,8750,2066,4
Chimanimani-9, ZW110209 ,813,896,1709,420,4
Chimanimani-10, ZW110210 ,1185,1465,2650,634,4
Chimanimani-11, ZW110211 ,782,785,1567,418,4
Chimanimani-12, ZW110212 ,2831,2343,5174,1642,3
Chimanimani-13, ZW110213 ,5304,5738,11042,2423,5
Chimanimani-14, ZW110214 ,1851,1659,3510,1140,3
Chimanimani-15, ZW110215 ,2474,2557,5031,1451,4
Chimanimani-16, ZW110216 ,6476,6491,12967,3184,4
Chimanimani-17, ZW110217 ,2624,2908,5532,1202,5
Chimanimani-18, ZW110218 ,1192,1291,2483,624,4
Chimanimani-19, ZW110219 ,1238,1510,2748,662,4
Chimanimani-20, ZW110220 ,3304,3895,7199,1715,4
Chimanimani-21, ZW110221 ,3103,3493,6596,1577,4
Chimanimani-22, ZW110222 ,4619,5333,9952,2379,4
Chimanimani-23, ZW110223 ,3006,3953,6959,1687,4
Chipinge-1, ZW110301 ,4329,5221,9550,2351,8
Chipinge-2, ZW110302 ,4938,6076,11014,2736,8
Chipinge-3, ZW110303 ,6315,8038,14353,3441,8
Chipinge-4, ZW110304 ,4325,5346,9671,2379,8
Chipinge-5, ZW110305 ,7371,7024,14395,3467,8
Chipinge-6, ZW110306 ,7487,7965,15452,3463,9
Chipinge-7, ZW110307 ,4709,5174,9883,2441,8
Chipinge-8, ZW110308 ,8845,8877,17722,4489,8
Chipinge-9, ZW110309 ,2466,2690,5156,1054,5
Chipinge-10, ZW110310 ,2055,2031,4086,871,5
Chipinge-11, ZW110311 ,1545,1712,3257,751,4
Chipinge-12, ZW110312 ,2578,2813,5391,1501,4
Chipinge-13, ZW110313 ,2986,3234,6220,1334,5
Chipinge-14, ZW110314 ,2110,2548,4658,960,5
Chipinge-15, ZW110315 ,3180,3852,7032,1550,5
Chipinge-16, ZW110316 ,5277,6530,11807,2748,4
Chipinge-17, ZW110317 ,5615,6795,12410,2521,5
Chipinge-18, ZW110318 ,5076,5976,11052,2258,5
Chipinge-19, ZW110319 ,6127,6812,12939,2945,4
Chipinge-20, ZW110320 ,7934,10151,18085,4494,4
Chipinge-21, ZW110321 ,4117,5106,9223,1977,5
Chipinge-22, ZW110322 ,4736,5677,10413,2212,5
Chipinge-23, ZW110323 ,3974,4599,8573,1744,5
Chipinge-24, ZW110324 ,8413,10112,18525,3935,5
Chipinge-25, ZW110325 ,6230,7935,14165,2707,5
Chipinge-26, ZW110326 ,8393,9485,17878,4337,4
Chipinge-27, ZW110327 ,3049,4127,7176,1569,5
Chipinge-28, ZW110328 ,9119,10642,19761,3868,5
Chipinge-29, ZW110329 ,5973,6976,12949,2450,5
Chipinge-30, ZW110330 ,1721,1950,3671,707,5
Makoni-1, ZW110401 ,1879,2094,3973,1022,4
Makoni-2, ZW110402 ,3138,3176,6314,1492,4
Makoni-3, ZW110403 ,3969,4308,8277,2043,4
Makoni-4, ZW110404 ,255,242,497,100,5
Makoni-5, ZW110405 ,5940,6480,12420,3093,4
Makoni-6, ZW110406 ,5127,4757,9884,2257,4
Makoni-7, ZW110407 ,5660,5943,11603,2538,5
Makoni-8, ZW110408 ,6705,6568,13273,2876,5
Makoni-9, ZW110409 ,4500,4659,9159,1935,5
Makoni-10, ZW110410 ,3096,3151,6247,1357,5
Makoni-11, ZW110411 ,3792,3477,7269,1748,4
Makoni-12, ZW110412 ,5777,6326,12103,2908,4
Makoni-13, ZW110413 ,780,632,1412,345,4
Makoni-14, ZW110414 ,2635,2948,5583,1247,5
Makoni-15, ZW110415 ,3787,4303,8090,1996,4
Makoni-16, ZW110416 ,6489,6855,13344,3062,4
Makoni-17, ZW110417 ,4730,4394,9124,2135,4
Makoni-18, ZW110418 ,3039,3189,6228,1424,4
Makoni-19, ZW110419 ,2798,2902,5700,1281,4
Makoni-20, ZW110420 ,3012,3102,6114,1512,4
Makoni-21, ZW110421 ,1903,2246,4149,996,4
Makoni-22, ZW110422 ,1593,1885,3478,866,4
Makoni-23, ZW110423 ,4196,4516,8712,2081,4
Makoni-24, ZW110424 ,2873,3286,6159,1502,4
Makoni-25, ZW110425 ,3519,4074,7593,1873,4
Makoni-26, ZW110426 ,4310,4826,9136,2252,4
Makoni-27, ZW110427 ,4064,4664,8728,2065,4
Makoni-28, ZW110428 ,2137,2394,4531,1064,4
Makoni-29, ZW110429 ,1644,1898,3542,869,4
Makoni-30, ZW110430 ,3251,3521,6772,1460,5
Makoni-31, ZW110431 ,4550,4953,9503,1701,6
Makoni-32, ZW110432 ,672,734,1406,373,4
Makoni-33, ZW110433 ,1225,1246,2471,730,3
Makoni-34, ZW110434 ,1896,1981,3877,836,5
Makoni-35, ZW110435 ,4978,4913,9891,2164,5
Makoni-36, ZW110436 ,2606,2841,5447,1369,4
Makoni-37, ZW110437 ,5998,5439,11437,2961,4
Makoni-38, ZW110438 ,2741,2323,5064,1270,4
Makoni-39, ZW110439 ,2319,2460,4779,1084,4
Mutare-1, ZW110501 ,9644,9167,18811,4635,9
Mutare-2, ZW110502 ,7821,7688,15509,3612,8
Mutare-3, ZW110503 ,10148,10336,20484,4871,8
Mutare-4, ZW110504 ,5503,5896,11399,2941,8
Mutare-5, ZW110505 ,6121,6654,12775,3142,8
Mutare-6, ZW110506 ,6177,6855,13032,3007,9
Mutare-7, ZW110507 ,5715,6115,11830,2933,8
Mutare-8, ZW110508 ,3884,4573,8457,2048,9
Mutare-9, ZW110509 ,6495,7437,13932,3286,9
Mutare-10, ZW110510 ,5874,6410,12284,2672,9
Mutare-11, ZW110511 ,8165,9365,17530,4284,9
Mutare-12, ZW110512 ,9473,10863,20336,4698,9
Mutare-13, ZW110513 ,3959,3905,7864,1743,9
Mutare-14, ZW110514 ,11152,12371,23523,5856,9
Mutare-15, ZW110515 ,10747,12647,23394,5406,9
Mutare-16, ZW110516 ,17202,20381,37583,9214,8
Mutare-17, ZW110517 ,16530,18695,35225,9395,8
Mutare-18, ZW110518 ,9154,10588,19742,4782,8
Mutare-19, ZW110519 ,3880,4551,8431,1978,8
Mutare-20, ZW110520 ,2065,2375,4440,1031,4
Mutare-21, ZW110521 ,2149,2677,4826,1114,4
Mutare-22, ZW110522 ,4355,4686,9041,1986,5
Mutare-23, ZW110523 ,3126,3566,6692,1455,5
Mutare-24, ZW110524 ,4160,4566,8726,1960,5
Mutare-25, ZW110525 ,2799,3204,6003,1364,4
Mutare-26, ZW110526 ,1378,1527,2905,657,4
Mutare-27, ZW110527 ,2006,2377,4383,1076,4
Mutare-28, ZW110528 ,2730,3100,5830,1305,5
Mutare-29, ZW110529 ,4833,4981,9814,2100,5
Mutare-30, ZW110530 ,6859,5790,12649,2428,5
Mutare-31, ZW110531 ,1283,1284,2567,715,4
Mutare-32, ZW110532 ,2494,3143,5637,1321,4
Mutare-33, ZW110533 ,3804,3544,7348,2105,4
Mutare-34, ZW110534 ,7474,7093,14567,2966,5
Mutare-35, ZW110535 ,3091,3402,6493,1522,4
Mutare-36, ZW110536 ,2254,2494,4748,1050,5
Mutasa-1, ZW110601 ,4243,5126,9369,2170,4
Mutasa-2, ZW110602 ,1339,1232,2571,856,3
Mutasa-3, ZW110603 ,4257,5117,9374,2205,4
Mutasa-4, ZW110604 ,2763,3171,5934,1444,4
Mutasa-5, ZW110605 ,3442,4235,7677,1812,4
Mutasa-6, ZW110606 ,2936,3634,6570,1544,4
Mutasa-7, ZW110607 ,3963,4624,8587,2088,4
Mutasa-8, ZW110608 ,2921,3460,6381,1596,4
Mutasa-9, ZW110609 ,2468,3073,5541,1429,4
Mutasa-10, ZW110610 ,1709,2012,3721,962,4
Mutasa-11, ZW110611 ,5078,5907,10985,2680,4
Mutasa-12, ZW110612 ,2709,3299,6008,1493,4
Mutasa-13, ZW110613 ,1875,2166,4041,1023,4
Mutasa-14, ZW110614 ,1169,1393,2562,713,4
Mutasa-15, ZW110615 ,1542,1765,3307,889,4
Mutasa-16, ZW110616 ,1420,1630,3050,778,4
Mutasa-17, ZW110617 ,4825,5397,10222,2487,4
Mutasa-18, ZW110618 ,1484,1175,2659,864,3
Mutasa-19, ZW110619 ,3046,3692,6738,1702,4
Mutasa-20, ZW110620 ,2021,2304,4325,1073,4
Mutasa-21, ZW110621 ,4673,4564,9237,2377,4
Mutasa-22, ZW110622 ,1847,1713,3560,992,4
Mutasa-23, ZW110623 ,3622,3556,7178,1591,5
Mutasa-24, ZW110624 ,2058,2398,4456,1087,4
Mutasa-25, ZW110625 ,2209,2003,4212,1248,3
Mutasa-26, ZW110626 ,2779,2820,5599,1319,4
Mutasa-27, ZW110627 ,833,634,1467,427,3
Mutasa-28, ZW110628 ,1665,2053,3718,934,4
Mutasa-29, ZW110629 ,940,1105,2045,518,4
Mutasa-30, ZW110630 ,2383,2757,5140,1245,4
Mutasa-31, ZW110631 ,1606,1916,3522,933,4
Nyanga-1, ZW110701 ,2359,2565,4924,1115,4
Nyanga-2, ZW110702 ,2443,2869,5312,1256,4
Nyanga-3, ZW110703 ,2839,3293,6132,1478,4
Nyanga-4, ZW110704 ,3757,4218,7975,1978,4
Nyanga-5, ZW110705 ,2864,3123,5987,1340,5
Nyanga-6, ZW110706 ,1788,2125,3913,966,4
Nyanga-7, ZW110707 ,2000,2383,4383,1068,4
Nyanga-8, ZW110708 ,1558,1761,3319,850,4
Nyanga-9, ZW110709 ,2543,2869,5412,1352,4
Nyanga-10, ZW110710 ,1495,1839,3334,868,4
Nyanga-11, ZW110711 ,1511,1788,3299,912,4
Nyanga-12, ZW110712 ,2103,2335,4438,1071,4
Nyanga-13, ZW110713 ,1152,1399,2551,598,4
Nyanga-14, ZW110714 ,1593,1969,3562,914,4
Nyanga-15, ZW110715 ,4329,4880,9209,2132,4
Nyanga-16, ZW110716 ,1311,1310,2621,581,5
Nyanga-17, ZW110717 ,1861,2171,4032,1076,4
Nyanga-18, ZW110718 ,1845,2248,4093,1149,4
Nyanga-19, ZW110719 ,1742,2092,3834,926,4
Nyanga-20, ZW110720 ,2001,1141,3142,1365,2
Nyanga-21, ZW110721 ,2754,3256,6010,1474,4
Nyanga-22, ZW110722 ,1348,1594,2942,778,4
Nyanga-23, ZW110723 ,2911,2723,5634,1210,5
Nyanga-24, ZW110724 ,1034,939,1973,585,3
Nyanga-25, ZW110725 ,1315,1192,2507,925,3
Nyanga-26, ZW110726 ,1571,1119,2690,998,3
Nyanga-27, ZW110727 ,1097,1144,2241,552,4
Nyanga-28, ZW110728 ,351,268,619,196,3
Nyanga-29, ZW110729 ,2097,2348,4445,1359,3
Nyanga-30, ZW110730 ,1429,1633,3062,748,4
Nyanga-31, ZW110731 ,1020,1073,2093,539,4
Rusape-1, ZW112201 ,2007,2459,4466,1113,4
Rusape-2, ZW112202 ,654,779,1433,410,4
Rusape-3, ZW112203 ,674,728,1402,388,4
Rusape-4, ZW112204 ,1359,1522,2881,813,4
Rusape-5, ZW112205 ,995,1149,2144,547,4
Rusape-6, ZW112206 ,2829,3201,6030,1675,4
Rusape-7, ZW112207 ,373,460,833,227,4
Rusape-8, ZW112208 ,2205,2627,4832,1414,3
Rusape-9, ZW112209 ,1520,1783,3303,859,4
Rusape-10, ZW112210 ,1657,1737,3394,855,4
Bindura-1, ZW120101 ,4554,4619,9173,2225,9
Bindura-2, ZW120102 ,5134,4834,9968,2156,9
Bindura-3, ZW120103 ,5090,4831,9921,2168,9
Bindura-4, ZW120104 ,4581,4546,9127,2148,9
Bindura-5, ZW120105 ,4295,4387,8682,2099,8
Bindura-6, ZW120106 ,5096,4836,9932,2439,8
Bindura-7, ZW120107 ,3812,3760,7572,1751,8
Bindura-8, ZW120108 ,4604,4801,9405,2255,9
Bindura-9, ZW120109 ,4522,4805,9327,2248,8
Bindura-10, ZW120110 ,5225,5660,10885,2572,8
Bindura-11, ZW120111 ,3306,3603,6909,1601,8
Bindura-12, ZW120112 ,5580,6022,11602,2896,8
Bindura-13, ZW120113 ,1616,1638,3254,760,4
Bindura-14, ZW120114 ,1960,2201,4161,961,4
Bindura-15, ZW120115 ,2580,2854,5434,1329,4
Bindura-16, ZW120116 ,4032,4530,8562,2071,4
Bindura-17, ZW120117 ,2740,2982,5722,1366,4
Bindura-18, ZW120118 ,1754,1960,3714,894,4
Bindura-19, ZW120119 ,3670,3583,7253,1672,4
Bindura-20, ZW120120 ,3848,3702,7550,1840,4
Bindura-21, ZW120121 ,5155,4885,10040,2290,4
Centenary/ Muzarabani-1, ZW120201 ,3699,3806,7505,1594,5
Centenary/ Muzarabani-2, ZW120202 ,3175,3219,6394,1355,5
Centenary/ Muzarabani-3, ZW120203 ,1356,1404,2760,627,4
Centenary/ Muzarabani-4, ZW120204 ,2516,2623,5139,1118,5
Centenary/ Muzarabani-5, ZW120205 ,2411,2597,5008,1125,5
Centenary/ Muzarabani-6, ZW120206 ,1036,1103,2139,482,4
Centenary/ Muzarabani-7, ZW120207 ,636,661,1297,287,5
Centenary/ Muzarabani-8, ZW120208 ,2805,2905,5710,1397,4
Centenary/ Muzarabani-9, ZW120209 ,1199,1282,2481,562,4
Centenary/ Muzarabani-10, ZW120210 ,3872,4261,8133,1857,4
Centenary/ Muzarabani-11, ZW120211 ,1600,1612,3212,674,5
Centenary/ Muzarabani-12, ZW120212 ,2489,2371,4860,1164,4
Centenary/ Muzarabani-13, ZW120213 ,1474,1339,2813,639,4
Centenary/ Muzarabani-14, ZW120214 ,3605,3367,6972,1560,5
Centenary/ Muzarabani-15, ZW120215 ,1589,1761,3350,864,4
Centenary/ Muzarabani-16, ZW120216 ,841,818,1659,343,5
Centenary/ Muzarabani-17, ZW120217 ,2927,3055,5982,1352,4
Centenary/ Muzarabani-18, ZW120218 ,1126,1219,2345,493,5
Centenary/ Muzarabani-19, ZW120219 ,1451,1467,2918,664,4
Centenary/ Muzarabani-20, ZW120220 ,529,506,1035,233,4
Centenary/ Muzarabani-21, ZW120221 ,1127,1134,2261,491,5
Centenary/ Muzarabani-22, ZW120222 ,943,942,1885,415,5
Centenary/ Muzarabani-23, ZW120223 ,4853,4487,9340,1953,5
Centenary/ Muzarabani-24, ZW120224 ,2964,2974,5938,1232,5
Centenary/ Muzarabani-25, ZW120225 ,1424,1409,2833,594,5
Centenary/ Muzarabani-26, ZW120226 ,2115,1972,4087,946,4
Centenary/ Muzarabani-27, ZW120227 ,2260,2324,4584,1024,5
Centenary/ Muzarabani-28, ZW120228 ,2757,2596,5353,1219,4
Centenary/ Muzarabani-29, ZW120229 ,1447,1288,2735,579,5
Guruve-1, ZW120301 ,4502,4211,8713,1916,5
Guruve-2, ZW120302 ,2002,1840,3842,727,5
Guruve-3, ZW120303 ,936,920,1856,397,5
Guruve-4, ZW120304 ,2262,2442,4704,1044,5
Guruve-5, ZW120305 ,2645,2902,5547,1345,4
Guruve-6, ZW120306 ,3486,3902,7388,1964,4
Guruve-7, ZW120307 ,3559,4411,7970,1583,5
Guruve-8, ZW120308 ,2117,2283,4400,1011,4
Guruve-9, ZW120309 ,2552,2900,5452,1266,4
Guruve-10, ZW120310 ,2158,2310,4468,1050,4
Guruve-11, ZW120311 ,3057,3524,6581,1613,4
Guruve-12, ZW120312 ,3094,3306,6400,1556,4
Guruve-13, ZW120313 ,3253,3029,6282,1366,5
Guruve-14, ZW120314 ,2595,2293,4888,1213,4
Guruve-15, ZW120315 ,1199,1099,2298,465,5
Guruve-16, ZW120316 ,3281,3441,6722,1511,4
Guruve-17, ZW120317 ,773,776,1549,323,5
Guruve-18, ZW120318 ,2143,2245,4388,1058,4
Guruve-19, ZW120319 ,3577,3736,7313,1625,5
Guruve-20, ZW120320 ,2121,2221,4342,975,5
Guruve-21, ZW120321 ,3071,2852,5923,1198,5
Guruve-22, ZW120322 ,3464,4068,7532,1633,5
Guruve-23, ZW120323 ,1415,1389,2804,616,5
Guruve-24, ZW120324 ,1042,1063,2105,498,4
Mazowe-1, ZW120401 ,2655,3058,5713,1292,4
Mazowe-2, ZW120402 ,2192,2383,4575,1077,4
Mazowe-3, ZW120403 ,2329,2529,4858,1178,4
Mazowe-4, ZW120404 ,2089,2239,4328,1053,4
Mazowe-5, ZW120405 ,2537,2848,5385,1288,4
Mazowe-6, ZW120406 ,2660,3071,5731,1329,4
Mazowe-7, ZW120407 ,2618,2888,5506,1315,4
Mazowe-8, ZW120408 ,4713,5189,9902,2410,4
Mazowe-9, ZW120409 ,3000,3476,6476,1552,4
Mazowe-10, ZW120410 ,3133,3379,6512,1551,4
Mazowe-11, ZW120411 ,3142,3569,6711,1524,4
Mazowe-12, ZW120412 ,3723,4380,8103,1879,4
Mazowe-13, ZW120413 ,2607,2945,5552,1312,4
Mazowe-14, ZW120414 ,4283,4165,8448,1980,4
Mazowe-15, ZW120415 ,2301,2563,4864,1231,4
Mazowe-16, ZW120416 ,4047,4016,8063,1967,4
Mazowe-17, ZW120417 ,2534,2742,5276,1316,4
Mazowe-18, ZW120418 ,2792,2395,5187,1233,4
Mazowe-19, ZW120419 ,2800,5048,7848,9785,1
Mazowe-20, ZW120420 ,6260,5780,12040,3096,4
Mazowe-21, ZW120421 ,3559,3218,6777,1694,4
Mazowe-22, ZW120422 ,2425,2246,4671,1221,4
Mazowe-23, ZW120423 ,2500,2295,4795,1206,4
Mazowe-24, ZW120424 ,3582,3679,7261,1783,4
Mazowe-25, ZW120425 ,3582,3445,7027,1610,4
Mazowe-26, ZW120426 ,3239,3182,6421,1464,4
Mazowe-27, ZW120427 ,6080,5852,11932,2756,4
Mazowe-28,#N/A,1831,1734,3565,880,4
Mazowe-29, ZW120429 ,4251,4119,8370,1978,4
Mazowe-30, ZW120430 ,4285,4118,8403,1583,5
Mazowe-31, ZW120431 ,3364,3203,6567,1575,4
Mazowe-32, ZW120432 ,2629,2462,5091,1266,4
Mazowe-33, ZW120433 ,4003,4252,8255,2189,4
Mazowe-34, ZW120434 ,4620,4172,8792,2134,4
Mazowe-35, ZW120435 ,1944,1936,3880,925,6
Mount Darwin-1, ZW120501 ,1660,1769,3429,809,4
Mount Darwin-2, ZW120502 ,5882,6347,12229,2960,4
Mount Darwin-3, ZW120503 ,2205,2326,4531,1140,4
Mount Darwin-4, ZW120504 ,2039,2243,4282,1030,4
Mount Darwin-5, ZW120505 ,2206,2239,4445,1057,4
Mount Darwin-6, ZW120506 ,2460,2553,5013,1147,4
Mount Darwin-7, ZW120507 ,2621,2903,5524,1248,4
Mount Darwin-8, ZW120508 ,3769,4174,7943,1796,4
Mount Darwin-9, ZW120509 ,886,997,1883,485,4
Mount Darwin-10, ZW120510 ,4331,4608,8939,2058,4
Mount Darwin-11, ZW120511 ,2919,3217,6136,1394,4
Mount Darwin-12, ZW120512 ,2987,3321,6308,1371,5
Mount Darwin-13, ZW120513 ,749,724,1473,312,5
Mount Darwin-14, ZW120514 ,3595,4028,7623,1712,5
Mount Darwin-15, ZW120515 ,4790,5061,9851,2169,5
Mount Darwin-16, ZW120516 ,1959,2166,4125,866,5
Mount Darwin-17, ZW120517 ,3053,3369,6422,1451,4
